subject	section	front	back
Number Sense	Sum/Product of the Roots	The sum of the roots of $3x^3 - 2x^2 + x - 4 = 0$ is:	$\frac{2}{3}$
Number Sense	Sum/Product of the Roots	The product of the roots of $x^2 + 3x = 7$ is:	-7
Number Sense	Sum/Product of the Roots	The sum of the roots of $x^2 - 9 = 0$ is:	0
Number Sense	Sum/Product of the Roots	The sum of the roots of $4x^2 + 3x = 2$ is:	$-\frac{3}{4}$
Number Sense	Sum/Product of the Roots	The sum of the roots of $(2x - 3)^2 = 0$ is:	3
Number Sense	Sum/Product of the Roots	The product of the roots of $5x^3 - 8x^2 + 2x + 3 = 0$ is:	$-\frac{3}{5}$
Number Sense	Sum/Product of the Roots	The product of the roots of $4x^3 - 3x^2 + 2x - 1 = 0$ is:	$\frac{1}{4}$
Number Sense	Sum/Product of the Roots	The sum of the roots of $3x^3 + 2x^2 = 9$ is:	$-\frac{2}{3}$
Number Sense	Sum/Product of the Roots	The sum of the roots of $x^3 - 13x = 12$ is:	0
Number Sense	Sum/Product of the Roots	Let $R, S, T$ be the roots of $2x^3 + 4x = 5$. Then $R \times S \times T =$	$\frac{5}{2}$
Number Sense	Sum/Product of the Roots	The product of the roots of $5x^3 + 4x - 3 = 0$ is:	$\frac{3}{5}$
Number Sense	Sum/Product of the Roots	The sum of the roots of $(3x - 2)(2x + 1) = 0$ is:	$\frac{1}{6}$
Number Sense	Sum/Product of the Roots	The sum of the products of the roots taken two at a time of $2x^3 + 4x^2 - 6x = 8$ is:	-3
Number Sense	Sum/Product of the Roots	The sum of the roots of $2x^3 + 4x^2 - 3x + 5 = 0$ is:	-2
Number Sense	Sum/Product of the Roots	The product of the roots of $(2x-1)(3x+2)(4x-3) = 0$ is:	$-\frac{1}{4}$
Number Sense	Sum/Product of the Roots	Let $R, S, T$ be the roots of $2x^3 + 4x = 5$. Then $RS + RT + ST =$	2
Number Sense	Sum/Product of the Roots	$2x^3 - bx^2 + cx = d$ has roots $r,s,t$ and $rst = 3.5$. Then $d =$	7
Number Sense	Sum/Product of the Roots	The sum of the roots of $3x^2 - bx + c = 0$ is $-12$. Then $b =$	-36
Number Sense	Sum/Product of the Roots	If $r, s, t$ are the roots of $2x^3 - 4x^2 + 6x = 8$, then $rs + rt + st =$	3
Number Sense	Sum/Product of the Roots	The sum of the roots of $4x^3 + 3x^2 - 2x - 1 = 0$ is:	$-\frac{3}{4}$
Number Sense	Sum/Product of the Roots	The product of the roots of $4x^3 - 3x^2 + 2x + 1 = 0$ is:	$-\frac{1}{4}$
Number Sense	Sum/Product of the Roots	The sum of the roots of $5x^3 + 4x - 3 = 0$ is:	0
Number Sense	Sum/Product of the Roots	$2x^3 - bx^2 + cx = d$ has roots $r,s,t$. If $r+s+t = -2$, then $b =$	-4
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $19^7$:	9
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $17^6$:	9
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $8^8$:	6
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $7^7$:	3
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $13^{13}$:	3
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $17^5$:	7
Number Sense	Finding Units Digit of $x^n$	$i^{78} =$	-1
Number Sense	Finding Units Digit of $x^n$	$i^{66} =$	-1
Number Sense	Finding Units Digit of $x^n$	Find the units digit of $16^5$:	6
Number Sense	Exponent Rules	$6^x = 34$, then $6^{x+2} =$	1224
Number Sense	Exponent Rules	$3^x = 70.1$, then $3^{x+2} =$	630.9
Number Sense	Exponent Rules	$4^{x+1} = 2$, then $4^{x-1} =$	$\frac{1}{8}$
Number Sense	Exponent Rules	$6^x = 72$, then $6^{x-2} =$	2
Number Sense	Exponent Rules	$7^x = 14$, then $7^{x-2} =$	$\frac{2}{7}$
Number Sense	Exponent Rules	$4^x = .125$, then $4^{2x} =$	$\frac{1}{64}$
Number Sense	Exponent Rules	$8^x = 17$, then $8^{2x} =$	289
Number Sense	Exponent Rules	$2^x = 14.6$, then $2^{x+1} =$	29.2
Number Sense	Exponent Rules	$4^x = 32$, then $x =$	$\frac{5}{2}$
Number Sense	Exponent Rules	$9^x = 108$, then $3^{2x+1} =$	324
Number Sense	Exponent Rules	$6^{2x} = 36$, then $6^{3x} =$	216
Number Sense	Exponent Rules	$8^x = 256$, then $x =$	$\frac{8}{3}$
Number Sense	Exponent Rules	$27^x = 81$, then $x =$	$\frac{4}{3}$
Number Sense	Exponent Rules	$2^8 \div 4^3$ has a remainder of:	0
Number Sense	Exponent Rules	$9^x = 27^{x+2}$, then $x =$	-6
Number Sense	Exponent Rules	$n^4 = 49$, then $n^6 =$	343
Number Sense	Exponent Rules	$16^x = 169$, then $4^x =$	13
Number Sense	Exponent Rules	$5^{3x} = 25^{2+x}$, then $x =$	4
Number Sense	Exponent Rules	$n^6 = 1728$, then $n^4 =$	144
Number Sense	Exponent Rules	$4^x \div 16^x = 4^{-2}$, then $x =$	2
Number Sense	Exponent Rules	$6^8 \div 8$ has a remainder of:	0
Number Sense	Exponent Rules	$\sqrt[3]{a^4} \times \sqrt[4]{a^3} = \sqrt[12]{a^n}$, $n =$	25
Number Sense	Log Rules	$-2 \log_3 x = 4$, $x =$	$\frac{1}{9}$
Number Sense	Log Rules	$\log_{12} 2 + \log_{12} 8 + \log_{12} 9 =$	2
Number Sense	Log Rules	$\log_3 40 - \log_3 8 + \log_3 1.8 =$	2
Number Sense	Log Rules	$\log_x 216 = 3$, $x =$	6
Number Sense	Log Rules	$f(x) = \log_3 x - 4$, $f(3) =$	-3
Number Sense	Log Rules	$\log_8 16 =$	$\frac{4}{3}$
Number Sense	Log Rules	$\log_3 x = 4$, $\sqrt{x} =$	9
Number Sense	Log Rules	$\log_x 343 = 3$, $x =$	7
Number Sense	Log Rules	If $\log .25 = 3$, then $\log 4 =$	-3
Number Sense	Log Rules	$(\log_5 6)(\log_6 5) =$	1
Number Sense	Log Rules	$\log_3 216 \div \log_3 6 =$	3
Number Sense	Log Rules	$\log_3 32 - \log_3 16 + \log_3 1.5 =$	1
Number Sense	Log Rules	$\log_2 64 \div \log_2 4 =$	3
Number Sense	Log Rules	$\log_4 32 + \log_4 2 - \log_4 16 =$	1
Number Sense	Log Rules	$\log_5 625 \times \log_5 25 \div \log_5 125 =$	8
Number Sense	Log Rules	$\log_4 8 \times \log_8 4 =$	1
Number Sense	Log Rules	$\log_4 256 \div \log_4 16 \times \log_4 64 =$	6
Number Sense	Log Rules	$\log_8 k = \frac{1}{3}$, $k =$	2
Number Sense	Log Rules	$\log_5 M = 2$, $\sqrt{M} =$	5
Number Sense	Log Rules	$4\log_9 k = 2$, $k =$	3
Number Sense	Log Rules	$\log_4 8 = N$, then $2^N =$	3
Number Sense	Log Rules	$\log_9 3 = W$, then $3^W =$	$1\frac{1}{2}$
Number Sense	Log Rules	$\log_k 32 = 5$, $k =$	2
Number Sense	Log Rules	$\log_3[\log_2(\log_2 256)] =$	1
Number Sense	Log Rules	$\log_4 .5 = k$, $k =$	-.5
Number Sense	Log Rules	$\log_5[\log_4(\log_3 81)] =$	0
Number Sense	Log Rules	$\log_{16} 8 = w$, $w =$	$\frac{3}{4}$
Number Sense	Log Rules	$\log_9 k = 2.5$, $k =$	243
Number Sense	Log Rules	$\log_2[\log_3(\log_2 512)] =$	1
Number Sense	Log Rules	$\log_b .5 = -.5$, $b =$	4
Number Sense	Log Rules	$\log_b 8 = 3$, $b =$	2
Number Sense	Log Rules	$\log_3[\log_4(\log_5 625)] =$	0
Number Sense	Log Rules	$\log_4 8 = k$, $k =$	$\frac{3}{2}$
Number Sense	Log Rules	$\log_4[\log_3(\log_5 125)] =$	0
Number Sense	Log Rules	$\log_4 .125 = k$, $k =$	$-\frac{3}{2}$
Number Sense	Log Rules	$\log_8(3x - 2) = 2$, $x =$	22
Number Sense	Log Rules	$\log_4[\log_2(\log_6 36)] =$	0
Number Sense	Log Rules	$\log_4 x = 3$, $\sqrt{x} =$	8
Number Sense	Log Rules	$\log_5 x^2 = 4$, $\sqrt{x} =$	5
Number Sense	Log Rules	(*) $300 \log 600 =$	**834**<br>791−876
Number Sense	Log Rules	$\log_4 x = -.5$, $x =$	.5
Number Sense	Log Rules	$3\log_2 x = 6$, $\sqrt{x} =$	2
Number Sense	Log Rules	$\log_2 x = 9$, $\sqrt[3]{x} =$	8
Number Sense	Log Rules	$\log_x 64 = 3$, $x - 2 =$	$\frac{1}{16}$
Number Sense	Log Rules	$\log_9 x = 2$, $\sqrt{x} =$	9
Number Sense	Log Rules	$\log_k 1728 = 3$, $k =$	12
Number Sense	Log Rules	$\log_4 x = 3$, $\sqrt{x} =$	8
Number Sense	Log Rules	$\log_2(\log_{10} 100) =$	1
Number Sense	Log Rules	$\log_x 64 = 1.5$, $x =$	16
Number Sense	Log Rules	$\log_8(\log_4 16) =$	$\frac{1}{3}$
Number Sense	Log Rules	$\log_9(\log_3 27) =$	$\frac{1}{2}$
Number Sense	Square Root Problems	$\sqrt{75} \times \sqrt{27} =$	45
Number Sense	Square Root Problems	$\sqrt{75} \times \sqrt{48} =$	60
Number Sense	Square Root Problems	$\sqrt{44} \times \sqrt{99} =$	66
Number Sense	Square Root Problems	$\sqrt{39} \times \sqrt{156} =$	78
Number Sense	Square Root Problems	$\sqrt{27} \times \sqrt{48} =$	36
Number Sense	Square Root Problems	$\sqrt{98} \times \sqrt{8} =$	28
Number Sense	Square Root Problems	$\sqrt{44} \times \sqrt{11} =$	22
Number Sense	Square Root Problems	$\sqrt{96} \times \sqrt{24} =$	48
Number Sense	Square Root Problems	$\sqrt{72} \times \sqrt{18} =$	36
Number Sense	Square Root Problems	$\sqrt{45} \div \sqrt{80} =$	$\frac{3}{4}$
Number Sense	Square Root Problems	$\sqrt{28} \div \sqrt{63} =$	$\frac{2}{3}$
Number Sense	Square Root Problems	$\sqrt[3]{125 \times 512} =$	40
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{15376} =$	**124**<br>117−131
Number Sense	Finding Approximations of Square Roots	$\sqrt[3]{830584} =$	94
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{23456} =$	**153**<br>145−161
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{32905} =$	**182**<br>172−191
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{6543210} =$	**2558**<br>2430−2686
Number Sense	Finding Approximations of Square Roots	$\sqrt[3]{658503} =$	87
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{6213457} =$	**2493**<br>2368−2618
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{173468} =$	**417**<br>395−438
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{6420135} =$	**2534**<br>2407−2661
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{872143} =$	**934**<br>887−981
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{272727} =$	**523**<br>496−549
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{38527} =$	**197**<br>186−207
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{32323} =$	**180**<br>170−189
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{18220} =$	**135**<br>127−143
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{25252} =$	**159**<br>150−167
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{265278} =$	**515**<br>489−541
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{81818} =$	**286**<br>271−301
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{262626} =$	**513**<br>486−539
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{765432} =$	**875**<br>831−919
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{80808} =$	**285**<br>270−299
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{97531} =$	**312**<br>296−328
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{86420} =$	**294**<br>279−309
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt{8844} \times \sqrt{6633} =$	**7660**<br>7276−8043
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt[3]{217777} \times \sqrt{3777} \times 57 =$	**210759**<br>200220−221297
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt[3]{26789} \times \sqrt{911} \times 31 =$	**27997**<br>26596−29397
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt[3]{215346} \times \sqrt{3690} \times 57 =$	**207540**<br>197162−217917
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt[3]{2006} \times \sqrt{6002} =$	**229**<br>217−241
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt[3]{63489} \times \sqrt{1611} \times 41 =$	**65649**<br>62366−68932
Number Sense	Finding Approximations of Square Roots	(*) $\sqrt[4]{14643} \times \sqrt[3]{1329} \times \sqrt{120} =$	**1325**<br>1258−1392
Number Sense	Complex Numbers	$(4 - i)^2 = a + bi$, $a =$	15
Number Sense	Complex Numbers	$(6 - 5i)(6 + 5i) =$	61
Number Sense	Complex Numbers	The conjugate of $(4i - 6)$ is $a + bi$, $a =$	-6
Number Sense	Complex Numbers	$(5 + i)^2 = a + bi$, $a =$	24
Number Sense	Complex Numbers	$(9 - 3i)(3 + 9i) = a + bi$, $a =$	54
Number Sense	Complex Numbers	$(8 + 3i)(3 - 8i) = a + bi$, $a =$	48
Number Sense	Complex Numbers	$(2 + 3i) \div (2i) = a + bi$, $a =$	$\frac{3}{2}$
Number Sense	Complex Numbers	$(3 - 4i)(3 + 4i) =$	25
Number Sense	Complex Numbers	$(24 - 32i)(24 + 32i) =$	1600
Number Sense	Complex Numbers	$(5 + 12i)^2 = a + bi$, $a + b =$	1
Number Sense	Complex Numbers	$(3 - 5i)(2 - 5i) = a + bi$, $a + b =$	-44
Number Sense	Complex Numbers	$(2 - 5i)(3 + 5i) = a + bi$, $a =$	31
Number Sense	Modular Arithmetic	$x + 6 \equiv 9 \pmod{7}$, $0 \le x \le 6$, then $x =$	3
Number Sense	Modular Arithmetic	$4^7 \div 7$ has a remainder of:	4
Number Sense	Modular Arithmetic	$2^5 \times 3^5 \div 5$ has a remainder of:	1
Number Sense	Modular Arithmetic	$2^6 \times 3^4 \div 5$ has a remainder of:	4
Number Sense	Modular Arithmetic	$8^7 \div 6$ has a remainder of:	2
Number Sense	Modular Arithmetic	If $N$ is a positive integer and $4N \div 5$ has a remainder of 2, then $N \div 5$ has a remainder of:	3
Number Sense	Modular Arithmetic	$x + 3 \equiv 9 \pmod{5}$, $0 \le x \le 4$, then $x =$	1
Number Sense	Modular Arithmetic	$x + 4 \equiv 1 \pmod{8}$, $0 \le x \le 7$, then $x =$	5
Number Sense	Modular Arithmetic	$3^8 \div 7$ has a remainder of:	2
Number Sense	Modular Arithmetic	$3x \equiv 17 \pmod{5}$, $0 \le x \le 5$, then $x =$	4
Number Sense	Modular Arithmetic	$3x - 2 \equiv 4 \pmod{7}$, $0 \le x \le 7$, then $x =$	2
Number Sense	Modular Arithmetic	$6^8 \div 7$ has a remainder of:	1
Number Sense	Modular Arithmetic	$3^7 \div 7$ has a remainder of:	3
Number Sense	Modular Arithmetic	$5^4 \div 11$ has a remainder of:	9
Number Sense	1·1! + 2·2! + ... + n·n! Trick	$1 \cdot 1! + 2 \cdot 2! + 3 \cdot 3! + 4 \cdot 4! + 5 \cdot 5! =$	719
Number Sense	1·1! + 2·2! + ... + n·n! Trick	$1 \cdot 1! + 2 \cdot 2! + \cdots + 6 \cdot 6! =$	5039
Number Sense	1·1! + 2·2! + ... + n·n! Trick	$1 \cdot 1! + 2 \cdot 2! + \cdots + 7 \cdot 7! =$	40319
Number Sense	1·1! + 2·2! + ... + n·n! Trick	$1 \cdot 1! - 2 \cdot 2! - 3 \cdot 3! - 4 \cdot 4! =$	-117
Number Sense	1·1! + 2·2! + ... + n·n! Trick	$2 \cdot 1! + 3 \cdot 2! + 4 \cdot 3! + 5 \cdot 4! =$	152
Number Sense	Multiplying Three-Digit by Two-Digit	$314 \times 17 =$	5338
Number Sense	Multiplying Three-Digit by Two-Digit	$143 \times 91 =$	13013
Number Sense	Multiplying Three-Digit by Two-Digit	$202 \times 34 =$	6868
Number Sense	Multiplying Three-Digit by Two-Digit	$13 \times 332 =$	4316
Number Sense	Multiplying Three-Digit by Two-Digit	$202 \times 53 =$	10706
Number Sense	Multiplying Three-Digit by Two-Digit	$112 \times 13 =$	1456
Number Sense	Multiplying Three-Digit by Two-Digit	$221 \times 23 =$	5083
Number Sense	Multiplying Three-Digit by Two-Digit	$123 \times 45 =$	5535
Number Sense	Multiplying Three-Digit by Two-Digit	$231 \times 31 =$	7161
Number Sense	Multiplying Three-Digit by Two-Digit	$202 \times 76 =$	15352
Number Sense	Multiplying Three-Digit by Two-Digit	$321 \times 19 =$	6099
Number Sense	Multiplying Three-Digit by Two-Digit	$35 \times 122 =$	4270
Number Sense	Multiplying Three-Digit by Two-Digit	$123 \times 98 =$	12054
Number Sense	Multiplying Three-Digit by Two-Digit	$135 \times 79 =$	10665
Number Sense	Multiplying Three-Digit by Two-Digit	$17 \times 289 =$	4913
Number Sense	Multiplying Three-Digit by Two-Digit	$121 \times 81 =$	9801
Number Sense	Multiplying Three-Digit by Two-Digit	$48 \times 152 =$	7296
Number Sense	Multiplying Three-Digit by Two-Digit	$751 \times 18 =$	13518
Number Sense	Multiplying Three-Digit by Two-Digit	$16 \times 216 =$	3456
Number Sense	Multiplying Three-Digit by Two-Digit	$345 \times 67 =$	23115
Number Sense	Multiplying Three-Digit by Two-Digit	$765 \times 43 =$	32895
Number Sense	Multiplying Three-Digit by Three-Digit	$212 \times 311 =$	65932
Number Sense	Multiplying Three-Digit by Three-Digit	$208^2 =$	43264
Number Sense	Multiplying Three-Digit by Three-Digit	$404^2 =$	163216
Number Sense	Multiplying Three-Digit by Three-Digit	$331 \times 122 =$	40382
Number Sense	Multiplying Three-Digit by Three-Digit	$707^2 =$	499849
Number Sense	Equidistant Squares Trick	$71 \times 79 =$	5609
Number Sense	Equidistant Squares Trick	$112 \times 118 =$	13216
Number Sense	Equidistant Squares Trick	$44 \times 46 =$	2024
Number Sense	Equidistant Squares Trick	Area of a rectangle with sides 64 and 66:	4224
Number Sense	Equidistant Squares Trick	$192 \times 198 =$	38016
Number Sense	Equidistant Squares Trick	$111 \times 119 =$	13209
Number Sense	Equidistant Squares Trick	$333 \times 337 =$	112221
Number Sense	Equidistant Squares Trick	$221 \times 229 =$	50609
Number Sense	Sum of the Squares of Arbitrary Fibonacci Sequence	$2^2 + 1^2 + 3^2 + 4^2 + 7^2 =$	79
Number Sense	Sum of the Squares of Arbitrary Fibonacci Sequence	$1^2 + 1^2 + 2^2 + 3^2 + 5^2 + 8^2 =$	104
Number Sense	Sum of the Squares of Arbitrary Fibonacci Sequence	$2^2 + 3^2 + 5^2 + 8^2 + 13^2 =$	271
Number Sense	Harmonic Mean of Roots	The harmonic mean of 5 and 7 is:	$\frac{35}{6}$
Number Sense	Harmonic Mean of Roots	If $x^3 - 11x^2 + 38x = 40$, then the harmonic mean of the roots is:	$\frac{4}{957}$
Number Sense	Harmonic Mean of Roots	If $x^3 + 3x^2 + 2x + 1 = 0$, then the harmonic mean of the roots is:	$-\frac{2}{495}$
Number Sense	Harmonic Mean of Roots	If $x^3 + 4x^2 + 13x + 7 = 0$, then the harmonic mean of the roots is:	$-\frac{4}{957}$
Number Sense	Harmonic Mean of Roots	If $x^3 - 9x^2 + 26x - 24 = 0$, then the harmonic mean of the roots is:	$\frac{5}{497}$
Number Sense	Harmonic Mean of Roots	The positive geometric mean of 8 and 18 is:	12
Number Sense	Distance Between a Point and a Line	The distance between the line $3x - 4y = 6$ and the point $(5, 1)$ is:	1
Number Sense	Distance Between a Point and a Line	The distance between the line $3x - 4y = 3$ and the point $(4, 1)$ is:	2
Number Sense	Distance Between a Point and a Line	The distance between the line $3x - 4y = -3$ and the point $(-2, -3)$ is:	3
Number Sense	Distance Between a Point and a Line	The distance between the point $(3, 1)$ and the line $5x - 12y = 1$ is:	2
Number Sense	Distance Between a Point and a Line	The distance between the line $3x + 4y = 5$ and the point $(1, 1)$ is:	$\frac{2}{5}$
Number Sense	Distance Between a Point and a Line	The distance between the point $(2, 1)$ and the line $3x + 4y = 5$ is:	$\frac{5}{5}$
Number Sense	Distance Between a Point and a Line	The distance between the line $3x + 4y = 1$ and the point $(-2, 2)$ is:	1
Number Sense	Distance Between a Point and a Line	The distance between the line $4x + 3y = 11$ and the point $(-2, 3)$ is:	$\frac{2}{5}$
Number Sense	Distance Between a Point and a Line	The distance between the lines $3x - 4y = 8$ and $3x - 4y = 3$ is:	1
Number Sense	Distance Between a Point and a Line	The distance between the lines $3x + 4y = -1$ and $3x + 4y = 6$ is:	$\frac{7}{5}$
Number Sense	Distance Between a Point and a Line	The distance between the lines $5x + 12y = 2$ and $5x + 12y = 9$ is:	$\frac{7}{13}$
Number Sense	Distance Between a Point and a Line	The distance between the lines $3x + 4y = 9$ and $3x + 4y = -1$ is:	2
Number Sense	Distance Between a Point and a Line	The distance between the lines $3x - 4y = 7$ and $3x - 4y = 10$ is:	$\frac{3}{5}$
Number Sense	Minimum and Maximum Values	The minimum value of $f(x) = (x+2)^2 + 2$ is:	2
Number Sense	Minimum and Maximum Values	The minimum value of $y = 2x^2 + 3$ is:	3
Number Sense	Minimum and Maximum Values	The minimum value of $f(x) = 2x^2 + 4x + 2$ is:	0
Number Sense	Minimum and Maximum Values	The minimum value of $f(x) = x^2 - 2$ is:	-2
Number Sense	Minimum and Maximum Values	The minimum value of $\sin(2x) - 3$ is:	-4
Number Sense	Minimum and Maximum Values	The minimum value of $y = x^2 + 4x$ is at $y =$	-4
Number Sense	Minimum and Maximum Values	The minimum value of $\sin(3x) - 5$ is:	-6
Number Sense	Minimum and Maximum Values	The minimum value of $\sin(2x) - 3$ is:	-4
Number Sense	Minimum and Maximum Values	The minimum value of $y = x^2 + 2x - 3$ is:	-4
Number Sense	Minimum and Maximum Values	The horizontal asymptote of $y = 4^{x+2}$ is:	2
Number Sense	Minimum and Maximum Values	The maximum value of $\cos(3x) - 2$ is:	-1
Number Sense	Minimum and Maximum Values	The maximum value of $5 - \cos(3x)$ is:	6
Number Sense	Minimum and Maximum Values	The minimum value of $y = 3x^2 + 4x$ is at $y =$	$-\frac{4}{3}$
Number Sense	Minimum and Maximum Values	The range of the function $y = -x^4 + 4$ is $y \le$	4
Number Sense	Square Root of Small Integers	Round $\sqrt[2]{3}$ to the nearest tenth:	1.7
Number Sense	Square Root of Small Integers	The greatest integer less than $12\sqrt{2}$ is:	16
Number Sense	Square Root of Small Integers	Truncate $\sqrt{2} + \sqrt{3} + \sqrt{5}$ to one decimal place:	5.4
Number Sense	Square Root of Small Integers	Find $\lfloor\sqrt{7} - \sqrt{3}\rfloor$:	0
Number Sense	Square Root of Small Integers	Find $\lfloor\sqrt{6} + \sqrt{7}\rfloor$:	5
Number Sense	Square Root of Small Integers	Round $(5\sqrt{2} + 4\sqrt{3})$ to the nearest whole number:	14
Number Sense	Memorize: Squares 1-25	$1^2 =$	1
Number Sense	Memorize: Squares 1-25	$2^2 =$	4
Number Sense	Memorize: Squares 1-25	$3^2 =$	9
Number Sense	Memorize: Squares 1-25	$4^2 =$	16
Number Sense	Memorize: Squares 1-25	$5^2 =$	25
Number Sense	Memorize: Squares 1-25	$6^2 =$	36
Number Sense	Memorize: Squares 1-25	$7^2 =$	49
Number Sense	Memorize: Squares 1-25	$8^2 =$	64
Number Sense	Memorize: Squares 1-25	$9^2 =$	81
Number Sense	Memorize: Squares 1-25	$10^2 =$	100
Number Sense	Memorize: Squares 1-25	$11^2 =$	121
Number Sense	Memorize: Squares 1-25	$12^2 =$	144
Number Sense	Memorize: Squares 1-25	$13^2 =$	169
Number Sense	Memorize: Squares 1-25	$14^2 =$	196
Number Sense	Memorize: Squares 1-25	$15^2 =$	225
Number Sense	Memorize: Squares 1-25	$16^2 =$	256
Number Sense	Memorize: Squares 1-25	$17^2 =$	289
Number Sense	Memorize: Squares 1-25	$18^2 =$	324
Number Sense	Memorize: Squares 1-25	$19^2 =$	361
Number Sense	Memorize: Squares 1-25	$20^2 =$	400
Number Sense	Memorize: Squares 1-25	$21^2 =$	441
Number Sense	Memorize: Squares 1-25	$22^2 =$	484
Number Sense	Memorize: Squares 1-25	$23^2 =$	529
Number Sense	Memorize: Squares 1-25	$24^2 =$	576
Number Sense	Memorize: Squares 1-25	$25^2 =$	625
Number Sense	Memorize: Squares 26-50	$26^2 =$	676
Number Sense	Memorize: Squares 26-50	$27^2 =$	729
Number Sense	Memorize: Squares 26-50	$28^2 =$	784
Number Sense	Memorize: Squares 26-50	$29^2 =$	841
Number Sense	Memorize: Squares 26-50	$30^2 =$	900
Number Sense	Memorize: Squares 26-50	$31^2 =$	961
Number Sense	Memorize: Squares 26-50	$32^2 =$	1024
Number Sense	Memorize: Squares 26-50	$33^2 =$	1089
Number Sense	Memorize: Squares 26-50	$34^2 =$	1156
Number Sense	Memorize: Squares 26-50	$35^2 =$	1225
Number Sense	Memorize: Squares 26-50	$36^2 =$	1296
Number Sense	Memorize: Squares 26-50	$37^2 =$	1369
Number Sense	Memorize: Squares 26-50	$38^2 =$	1444
Number Sense	Memorize: Squares 26-50	$39^2 =$	1521
Number Sense	Memorize: Squares 26-50	$40^2 =$	1600
Number Sense	Memorize: Squares 26-50	$41^2 =$	1681
Number Sense	Memorize: Squares 26-50	$42^2 =$	1764
Number Sense	Memorize: Squares 26-50	$43^2 =$	1849
Number Sense	Memorize: Squares 26-50	$44^2 =$	1936
Number Sense	Memorize: Squares 26-50	$45^2 =$	2025
Number Sense	Memorize: Squares 26-50	$46^2 =$	2116
Number Sense	Memorize: Squares 26-50	$47^2 =$	2209
Number Sense	Memorize: Squares 26-50	$48^2 =$	2304
Number Sense	Memorize: Squares 26-50	$49^2 =$	2401
Number Sense	Memorize: Squares 26-50	$50^2 =$	2500
Number Sense	Memorize: Cubes 1-20	$1^3 =$	1
Number Sense	Memorize: Cubes 1-20	$2^3 =$	8
Number Sense	Memorize: Cubes 1-20	$3^3 =$	27
Number Sense	Memorize: Cubes 1-20	$4^3 =$	64
Number Sense	Memorize: Cubes 1-20	$5^3 =$	125
Number Sense	Memorize: Cubes 1-20	$6^3 =$	216
Number Sense	Memorize: Cubes 1-20	$7^3 =$	343
Number Sense	Memorize: Cubes 1-20	$8^3 =$	512
Number Sense	Memorize: Cubes 1-20	$9^3 =$	729
Number Sense	Memorize: Cubes 1-20	$10^3 =$	1000
Number Sense	Memorize: Cubes 1-20	$11^3 =$	1331
Number Sense	Memorize: Cubes 1-20	$12^3 =$	1728
Number Sense	Memorize: Cubes 1-20	$13^3 =$	2197
Number Sense	Memorize: Cubes 1-20	$14^3 =$	2744
Number Sense	Memorize: Cubes 1-20	$15^3 =$	3375
Number Sense	Memorize: Cubes 1-20	$16^3 =$	4096
Number Sense	Memorize: Cubes 1-20	$17^3 =$	4913
Number Sense	Memorize: Cubes 1-20	$18^3 =$	5832
Number Sense	Memorize: Cubes 1-20	$19^3 =$	6859
Number Sense	Memorize: Cubes 1-20	$20^3 =$	8000
Number Sense	Memorize: Powers	$2^3 =$	8
Number Sense	Memorize: Powers	$2^4 =$	16
Number Sense	Memorize: Powers	$2^5 =$	32
Number Sense	Memorize: Powers	$2^6 =$	64
Number Sense	Memorize: Powers	$2^7 =$	128
Number Sense	Memorize: Powers	$2^8 =$	256
Number Sense	Memorize: Powers	$2^9 =$	512
Number Sense	Memorize: Powers	$2^{10} =$	1024
Number Sense	Memorize: Powers	$3^3 =$	27
Number Sense	Memorize: Powers	$3^4 =$	81
Number Sense	Memorize: Powers	$3^5 =$	243
Number Sense	Memorize: Powers	$3^6 =$	729
