subject	section	front	back
Mathematics	Geometry	Circle $O$: chord $\overline{AC} \perp$ diameter $\overline{BD}$, $BD=20$, $AC=16$, $BE=4$. Find the area of sector $AOD$. (nearest tenth)	110.7 ($E$ at $(6,0)$, $A=(6,-8)$, $D=(-10,0)$; $\cos(\angle AOD)=-0.6$; $\angle AOD \approx 126.87°$; area $\approx 110.7$)
Mathematics	Geometry	$\triangle ABC \sim \triangle DEF$. $AB=24$, $BC=18$, $AC=20$, $EF=15$. Find the perimeter of $\triangle DEF$. (nearest tenth)	51.7 (scale factor $= 15/18 = 5/6$; perimeter $= 62 \times 5/6 \approx 51.7$)
Mathematics	Geometry	$\triangle KLM$ has vertices $K(-8,-3)$, $L(2,7)$, $M(5,-6)$. Classify the triangle.	Isosceles ($KL=10\sqrt{2}$; $KM=LM=\sqrt{178}$; two sides equal)
Mathematics	Geometry	Regular pentagon with perimeter 23. Find the area of the inscribed circle. (nearest tenth)	31.5 (side $=4.6$; apothem $=2.3\cot(36°)\approx3.166$; area $=\pi(3.166)^2\approx31.5$)
Mathematics	Algebra 2	$f(x) = \dfrac{8-3x}{9-2x}$. If $g(x)$ is the inverse of $f(x)$, find $g(7)$. (nearest tenth)	5.0 (solve $f(x)=7$: $8-3x=63-14x \Rightarrow x=5$)
Mathematics	Pre-Calc	Erica left Muenster at 12:00 PM cycling 22 mph on bearing 15°. At 1:30 PM, Halle left cycling 25 mph on bearing 215°. How far apart are they at 4:30 PM? (nearest whole number)	171 mi (Erica travels 99 mi; Halle 75 mi; use coordinates and distance formula $\approx 171.4$ mi)
Mathematics	Pre-Calc	The circle $x^2+y^2=25$ and external point $A(10,0)$. Find the length of the tangent from $A$ to the circle. (nearest hundredth)	8.66 ($\sqrt{OA^2-r^2} = \sqrt{100-25} = \sqrt{75} = 5\sqrt{3} \approx 8.66$)
Mathematics	Pre-Calc	Ellipse: $4x^2+3y^2-40x-30y+127=0$. The foci are $(a,b)$ and $(a,c)$. Find $b+c$. (nearest tenth)	10.0 (standard form: $\frac{(x-5)^2}{12}+\frac{(y-5)^2}{16}=1$; $c=2$; foci at $(5,7)$ and $(5,3)$; $b+c=7+3=10.0$)
Mathematics	Pre-Calc	Hyperbola centered at origin, vertex at $(0,-2)$, asymptote $y=x$. The foci are $(a,b)$ and $(a,c)$. Find $|b-c|$. (nearest tenth)	5.7 ($\frac{y^2}{4}-\frac{x^2}{4}=1$; $c=2\sqrt{2}$; foci $(0,\pm2\sqrt{2})$; $|b-c|=4\sqrt{2}\approx5.66\approx5.7$)
Mathematics	Pre-Calc	Which of the following is one of the four fourth roots of $-8-8\sqrt{3}i$? (A) $1+\sqrt{3}i$ (B) $-\sqrt{3}+i$ (C) $-1-\sqrt{3}i$ (D) $-1+\sqrt{3}i$ (E) $\sqrt{3}-i$	C) $-1-\sqrt{3}i$ ($r=16$, $\theta=4\pi/3$; fourth roots have $r^{1/4}=2$; angles $\pi/3,5\pi/6,4\pi/3,11\pi/6$; at $4\pi/3$: $2(-1/2-i\sqrt{3}/2)=-1-\sqrt{3}i$)
Mathematics	Statistics	830 seniors: 200 in BC Calc, 196 in AB Calc, 192 in Stats. 44 in all three. 80 only BC, 94 only AB, 66 only Stats. How many are in none of these courses?	438 ($|A\cup B\cup C| = 200+196+192-70-94-76+44=392$; $830-392=438$)
Mathematics	Pre-Calc	Projectile: $v_0=110$ ft/s, $\theta=36°$, $y_0=120$ ft. How far horizontally does it travel before hitting the ground? (nearest whole number)	481 ft ($y(t)=0$: $t\approx5.40$ s; $x=110\cos36°\times5.40\approx481$ ft)
Mathematics	Geometry	Find the distance from $(6,2,10)$ to the plane $3x+3y+z=12$. (nearest hundredth)	5.05 ($d=\frac{|18+6+10-12|}{\sqrt{19}}=\frac{22}{\sqrt{19}}\approx5.05$)
Mathematics	Geometry	Rick's pentagonal pool has sides of 20 ft each and depth 4 ft. A pipe fills it at 40 gal/min. How long to fill it? (nearest tenth)	8.6 hr (pentagon area $\approx 688.2$ ft²; volume $\approx 2752.8$ ft³ $\approx 20594$ gal; time $\approx 514.85$ min $\approx 8.6$ hr)
Mathematics	Algebra 2	Sequence: $3, 7, 12, 18, 25, 33, \ldots$ (differences: $4,5,6,7,8,\ldots$). Find the sum of the first 20 terms.	1,960 ($a_n = n(n+5)/2$; $S_{20} = \frac{1}{2}\left[\frac{20(21)(41)}{6}+5\cdot\frac{20(21)}{2}\right] = \frac{3920}{2} = 1960$)
Mathematics	Geometry	Circle $P$ (radius 6) is externally tangent to circle $O$ (radius 9). From $P$, tangents $PA$ and $PB$ are drawn to circle $O$. Find the area inside kite $PAOB$ but outside both circles. (nearest tenth)	9.7 ($PA=12$; kite area $=108$; sector $O\approx75.0$; sector $P\approx23.2$; area $=108-75.0-23.2\approx9.7$)
Mathematics	Calculus	$f(x) = -2(x+1)^2+10$ on $[-12,-2]$. Find the value $c$ satisfying the Mean Value Theorem. (nearest hundredth)	$-7.00$ ($f'(x)=-4(x+1)$; MVT rate $=\frac{f(-2)-f(-12)}{10}=24$; $-4(c+1)=24 \Rightarrow c=-7$)
Mathematics	Calculus	Using the table of values for differentiable $f$ and $g$: $h(x) = f(g(x))$. Find $h'(1)$. (Table: $g(1)=3$, $g'(1)=-4$, $f'(3)=2.5$)	$-10$ ($h'(1) = f'(g(1))\cdot g'(1) = f'(3)\cdot(-4) = 2.5\times(-4) = -10$)
Mathematics	Calculus	$x(t)=5t^{1.5}+4$, $y(t)=3t^2-2$. The arc length from $t=1$ to $t=3$ is given by which integral? (A) $\int_1^3\!\sqrt{1+\frac{144t}{225}}\,dt$ (B) $\int_1^3\!\sqrt{(5t^{1.5}+4)^2+(3t^2-2)^2}\,dt$ (C) $\int_1^3\!\sqrt{\frac{225t^2}{4}+36t^2}\,dt$ (D) $\int_1^3\!\sqrt{\frac{225t}{4}+36t^2}\,dt$ (E) $\int_1^3\!\sqrt{1+\frac{144t^2}{225}}\,dt$	D) $\displaystyle\int_1^3\!\sqrt{\frac{225t}{4}+36t^2}\,dt$ ($\dot{x}=7.5\sqrt{t}$, $\dot{y}=6t$; $\dot{x}^2+\dot{y}^2=56.25t+36t^2=\frac{225t}{4}+36t^2$)
Mathematics	Calculus	The curve $3x^2 - y^3 = 2$ at $x=1$. Find the $y$-intercept of the tangent line at that point. (nearest tenth)	$-1.0$ (at $x=1$: $y=1$; implicit diff: $y'=2x/y^2=2$; tangent $y-1=2(x-1)$; at $x=0$: $y=-1.0$)
Mathematics	Calculus	$3x^2+2y^2-6xy=99$. At $t=2$: $x=3$, $y<0$, $\frac{dx}{dt}=6$. Find $\frac{dy}{dt}$. (nearest tenth)	7.2 (at $(3,-3)$: $(6x-6y)\dot{x}+(4y-6x)\dot{y}=0 \Rightarrow 36(6)+(-30)\dot{y}=0 \Rightarrow \dot{y}=7.2$)
Mathematics	Calculus	The table shows temperatures at 4-hr intervals on Jan 4. Approximate $T'(8)$ using a centered difference. (nearest hundredth) $T(4)=10°$, $T(8)=20°$, $T(12)=24°$	1.75 °/hr ($T'(8) \approx \frac{T(12)-T(4)}{12-4} = \frac{14}{8} = 1.75$)
Mathematics	Calculus	Temperature table with 4-hour intervals: $T=2°,10°,20°,24°,18°,7°,2°$ at $t=0,4,8,12,16,20,24$. Use the trapezoidal rule to estimate the average temperature over 24 hours. (nearest tenth)	13.5° (trap area $= 2[2+2(10)+2(20)+2(24)+2(18)+2(7)+2]=324$; average $=324/24=13.5°$)
Mathematics	Calculus	Model: $T(t) = 13-11\cos\!\left(\dfrac{t+1}{4}\right)$. Find the average temperature over $0 \leq t \leq 24$. (nearest thousandth)	13.514° ($\bar{T} = 13 - \frac{11}{6}[\sin(6.25)-\sin(0.25)] = 13+0.514 \approx 13.514°$)
Mathematics	Statistics	IQ scores: $\mu=100$, $\sigma=15$. President Biden has an IQ of 115. What percentile is that?	84th ($z=(115-100)/15=1.0$; $P(Z<1)\approx0.8413$)
Mathematics	Statistics	IQ scores: $\mu=100$, $\sigma=15$. Find the interquartile range. (nearest tenth)	20.2 ($Q_1=100-15(0.6745)\approx89.88$; $Q_3\approx110.12$; IQR $\approx20.2$)
Mathematics	Statistics	$P(\text{obese})=0.33$, $P(\text{obese}\cap\text{diabetes})=0.12$, $P(\text{not obese}\cap\text{no diabetes})=0.59$. If 4 men are selected randomly, find $P(\text{at least 2 have diabetes})$. (nearest hundredth)	0.18 ($P(\text{diabetes})=0.20$; $P(\geq2)=1-0.8^4-4(0.2)(0.8)^3=1-0.4096-0.4096\approx0.18$)
Mathematics	Statistics	Smallest sample size needed to estimate a proportion within 5% at a 96% confidence level.	422 ($z^*=2.054$; $n \geq (2.054/0.05)^2 \times 0.25 = 421.9 \Rightarrow 422$)
Mathematics	Statistics	4 runners in the mile relay. Means: 48.8, 50.2, 49.7, 48.2 sec. SDs: 0.4, 1.1, 0.6, 0.8 sec (independent). $P(\text{team total} < 195\text{ sec})$. (nearest hundredth)	0.11 (total mean $=196.9$; total SD $=\sqrt{2.37}\approx1.54$; $z=(195-196.9)/1.54\approx-1.23$; $P\approx0.11$)
Mathematics	Statistics	Events $A$ and $B$ are independent, $P(A)=0.5$, $P(A \cap B)=0.15$. Find $P(A \cup B)$. (nearest hundredth)	0.65 ($P(B)=0.15/0.5=0.30$; $P(A\cup B)=0.5+0.30-0.15=0.65$)
Mathematics	Statistics	Distribution of distances run in 12 min is normal with $\sigma=0.225$ mi. A distance of 1.632 mi is at the 30th percentile. Find the mean. (nearest hundredth)	1.75 mi ($z_{0.30}=-0.5244$; $1.632=\mu+0.225(-0.5244) \Rightarrow \mu=1.750$)
Mathematics	Statistics	Chi-square test: exercise frequency (0–2, 3–5, 6–7 days/week) vs heart disease. Find the expected count for the "6–7 days / Heart Disease" cell. (Data: Heart Disease total=1000; 6–7 days total=584; Grand total=1914) (nearest whole number)	305 ($E = \frac{1000\times584}{1914} \approx 305$)
Mathematics	Statistics	Same chi-square table: contribution of the "0–2 days / No Heart Disease" cell. (Observed=162; 0–2 days total=728; No Heart Disease total=914; Grand total=1914) (nearest whole number)	99 ($E = 914\times728/1914 \approx 347.6$; contribution $= (162-347.6)^2/347.6 \approx 99$)
Mathematics	Algebra 1	Absolute pressure formula: $P = P_0 + \rho g h$. ($P_0=1.013\times10^5$ Pa, $\rho=1023$ kg/m³, $g=9.807$ m/s²). Find the pressure 60 m below the ocean surface. (nearest whole number)	703,254 Pa ($1023\times9.807\times60+101300 = 703{,}254$)
Mathematics	Algebra 1	Terry: deluxe omelet \$8.95, OJ \$2.35. Ted: eggs/pancakes \$9.75, coffee \$1.95. Tax rate 8.25%, plus a \$5.00 tip. What was the total? (nearest cent)	\$29.90 (subtotal $=\$23.00$; tax $=\$1.90$; pre-tip $=\$24.90$; $+\$5=\$29.90$)
Mathematics	Algebra 1	Pam's Pizza: 138 total pizzas sold. They sold 5 more small than large, and 11 more medium than small. How many medium pizzas were sold?	55 ($L+5 = s$; $M = s+11$; $s+M+L=138$; solving gives $L=39$, $s=44$, $M=55$)
Mathematics	Algebra 1	Diane drove 1424 miles in 20 hr 30 min total. Day 1: 512 mi in 7 hr 45 min. Day 2: 488 mi in 6 hr 36 min. What was her average speed on Day 3? (nearest tenth)	68.9 mph (Day 3: 424 mi in 6.15 hr; speed $=424/6.15\approx68.9$ mph)
Mathematics	Algebra 1	Mom is 28 years older than Cathy. Grandma's age $= 3+6\times\text{Cathy}$. Twice Mom's age is 5 more than Grandma's age. How old is Cathy?	12 ($2(C+28)=(6C+3)+5 \Rightarrow 4C=48 \Rightarrow C=12$)
Mathematics	Algebra 1	Lance cycled: 10 mi west, 15 mi south, 25 mi east, 10 mi south. How far is he from the start? (nearest tenth)	29.2 mi (net: 15 east, 25 south; $\sqrt{15^2+25^2}=\sqrt{850}\approx29.15$)
Mathematics	Geometry	$A(-6,-8)$, $B(4,10)$, $C(-6,-2)$. Find the distance from $C$ to the midpoint of $\overline{AB}$. (nearest tenth)	5.8 (midpoint of $AB = (-1,1)$; dist $= \sqrt{(-6+1)^2+(-2-1)^2}=\sqrt{34}\approx5.8$)
Mathematics	Algebra 1	Four consecutive positive even integers in ascending order. Four times the sum of the first and second is 42 greater than three times the sum of the third and fourth. Find the largest.	38 ($4(2n+2n+2)=42+3(2n+4+2n+6) \Rightarrow n=16$; largest $=2n+6=38$)
Mathematics	Algebra 2	Copper wire resistance $\propto L/A$. A 20-m wire of cross-section $3.46\times10^{-6}$ m² has $R=0.100\ \Omega$. Find the diameter of a 32-m wire with $R=0.626\ \Omega$. (nearest hundredth)	1.06 mm ($A_2 = k\cdot32/0.626\approx8.84\times10^{-7}$ m²; $d=\sqrt{4A_2/\pi}\approx1.061$ mm)
Mathematics	Geometry	Circle with minor arc $CD=114°$ and minor arc $EB=48°$. Two secants from external point $A$ intercept these arcs. Find $m\angle CAD$.	33° ($\angle CAD = \frac{1}{2}(114-48) = \frac{1}{2}(66) = 33°$)
Mathematics	Geometry	Equilateral $\triangle PQR$ has area 77.8. Find the area of the inscribed circle. (nearest tenth)	47.0 ($s^2 = 4(77.8)/\sqrt{3}\approx179.7$; $s\approx13.4$; $r_{\text{in}}=s/(2\sqrt{3})\approx3.87$; area $\approx47.0$)
Mathematics	Geometry	In a circle: $FG=18$, $GH=16$, $JK=8$, and $F$, $J$ are on the same secant from external point $F$. Find $FJ$. (nearest tenth)	21.1 ($FG\cdot FH = FJ\cdot FK$: $18\times34=FJ(FJ+8)$; $FJ^2+8FJ-612=0$; $FJ\approx21.1$)
Mathematics	Geometry	$C(4,6)$ is rotated 90° CCW $\to E$, reflected across the $y$-axis $\to F$, then translated 15 units right $\to G(e,f)$. Find $e+f$.	25 ($C(4,6)\to E(-6,4)\to F(6,4)\to G(21,4)$; $e+f=25$)
Mathematics	Geometry	Kite $ABCD$: $AB=BC=12$, $CD=DA=20$, diagonal $AC=12$. Find the area of the kite. (nearest whole number)	177 ($\triangle ABC$: equilateral, area $=36\sqrt{3}\approx62.4$; $\triangle ACD$: sides 12,20,20, area $\approx114.5$; total $\approx177$)
Mathematics	Geometry	A pyramid has a regular hexagonal base with perimeter 72 and height 18. Find the volume. (nearest whole number)	2245 (hexagon area $=\frac{3\sqrt{3}}{2}(12)^2=216\sqrt{3}\approx374.1$; $V=\frac{1}{3}(374.1)(18)\approx2245$)
Mathematics	Geometry	A circle has area 452, and $m\angle BAC = 30°$ ($AC$ is a diameter). Find the area of $\triangle ABC$. (nearest whole number)	125 ($r\approx12$; $AC=24$; $AB=24\cos30°=12\sqrt{3}$; $BC=12$; area $=\frac{1}{2}(12\sqrt{3})(12)=72\sqrt{3}\approx125$)
Mathematics	Geometry	Same circle (area 452). $m\angle BAC=30°$ is inscribed, so arc $BC=60°$, meaning $\angle BOC=60°$. Find the area of sector $BOC$. (nearest tenth)	75.3 ($\frac{60}{360}\times452=\frac{452}{6}\approx75.3$)
Mathematics	Geometry	$\triangle DEF$: $D(0,8)$, $E(16,-4)$, $F(14,10)$. Classify the triangle by selecting two: I. scalene II. isosceles III. equilateral IV. acute V. obtuse VI. right	II, VI — isosceles and right ($DE=20$; $EF=DF=10\sqrt{2}$; $DE^2=EF^2+DF^2$; right angle at $F$)
Mathematics	Geometry	$\triangle DEF$: $D(0,8)$, $E(16,-4)$, $F(14,10)$. Find the area. (nearest whole number)	100 (shoelace: $\frac{1}{2}|0(-14)+16(2)+14(12)|=\frac{1}{2}(200)=100$)
Mathematics	Geometry	Circle with center $O$, diameter $CD$, $AB\perp CD$, $AB=18$, radius $=15$. Find the area bounded by chord $\overline{AB}$ and minor arc $AB$. (nearest tenth)	36.8 (half-chord $=9$; dist from center $=12$; $\theta\approx1.287$ rad; sector area $-$ triangle area $=144.8-108\approx36.8$)
Mathematics	Algebra 2	The average price of bread was \$0.22 in 1962 and \$2.50 in 2022. If the price grew exponentially, what was the average annual rate of inflation? (nearest hundredth)	4.13% $\left(r=\left(\frac{2.50}{0.22}\right)^{1/60}-1\approx0.04134\right)$
Mathematics	Algebra 2	Arithmetic sequence: 4th term $=31$, 12th term $=103$. Find the sum of the first 27 terms.	3,267 ($d=9$, $a_1=4$; $S_{27}=\frac{27}{2}(2\times4+26\times9)=27\times121=3267$)
Mathematics	Algebra 2	A math consultant earned \$80,000 in year 1 with an 8% annual raise. What was the total earned over 12 years? (nearest dollar)	\$1,518,170 ($S_{12}=80000\cdot\frac{1.08^{12}-1}{0.08}=80000\times18.977\approx\$1{,}518{,}170$)
Mathematics	Pre-Calc	The speed of sound at sea level at latitude $36°20'10''$ N (Earth radius 3960 mi). Find the linear speed of a point on the Earth's surface. (nearest tenth)	835.1 mph ($r=3960\cos(36.336°)\approx3189.8$ mi; $v=2\pi(3189.8)/24\approx835.1$ mph)
Mathematics	Algebra 1	Kay's Monday commute at 56 mph made her 16 min late. On Tuesday she drove the same route at 70 mph and arrived on time. How far is her commute? (nearest tenth)	74.7 mi (let $t$ = on-time travel time; $70t=56(t+4/15)$; $t=16/15$ hr; $d=70\times16/15\approx74.7$)
Mathematics	Algebra 2	$f(x)=x^4+bx^3+cx^2+dx+e$ has roots $-4$, $5$, and $1-\sqrt{3}$; all coefficients rational. Find $b+c+d+e$.	59 (fourth root: $1+\sqrt{3}$; $f(1)=(1+4)(1-5)(\sqrt{3})(-\sqrt{3})=60$; $b+c+d+e=f(1)-1=59$)
Mathematics	Pre-Calc	The range of $f(x) = \cos^{-1}(x)$ is _____.	$[0,\pi]$ (principal value range of arccosine)
Mathematics	Pre-Calc	If $\sin^{-1}(x)+\sin^{-1}(y)=\dfrac{\pi}{2}$, then $x^2+y^2=$ _____.	1.00 (let $\alpha=\sin^{-1}(x)$; then $y=\sin(\pi/2-\alpha)=\cos\alpha$; $x^2+y^2=\sin^2\alpha+\cos^2\alpha=1$)
Mathematics	Pre-Calc	Hyperbola: $4y^2-x^2+8y-4x-4=0$. Foci at $(a,b)$ and $(a,c)$. Find $|c-b|+a$. (nearest hundredth)	2.47 (standard form: $(y+1)^2-(x+2)^2/4=1$; foci $(-2,-1\pm\sqrt{5})$; $|c-b|=2\sqrt{5}$; $a=-2$; $2\sqrt{5}-2\approx2.47$)
Mathematics	Pre-Calc	Earth's orbit: perihelion $=147.095\times10^6$ km, aphelion $=152.100\times10^6$ km. Find the eccentricity. (nearest ten-thousandth)	0.0167 ($a=149.5975\times10^6$; $c=2.5025\times10^6$; $e=c/a\approx0.0167$)
Mathematics	Algebra 2	Sequence $5, 7, 11, 19, 35, 67, \ldots$ (each term $=$ sum of two preceding). Find the 9th term.	515 (7th: 131, 8th: 259, 9th: $259+256=515$; differences double each time)
Mathematics	Pre-Calc	The graph of $x^2+4xy+4y^2-1=0$ is a _____.	Two parallel lines ($(x+2y)^2=1 \Rightarrow x+2y=1$ or $x+2y=-1$)
Mathematics	Pre-Calc	Planet X: 36-hr days. Temperature varies sinusoidally: low 10° at $t=0$, high 90° at $t=18$ hr. How many hours per day is the temperature 60° or higher? (nearest tenth)	15.1 hr ($T(t)=50-40\cos(\pi t/18)=60 \Rightarrow t=\frac{18}{\pi}\arccos(-1/4)\approx10.44$; duration $=36-2(10.44)\approx15.1$)
Mathematics	Pre-Calc	Parametric: $x(t)=e^{t+1}$, $y(t)=e^{3t}$. Find $f(10)$ for the rectangular equation $y=f(x)$. (nearest tenth)	49.8 ($t=\ln(x)-1$; $y=e^{3(\ln x-1)}=x^3/e^3$; $f(10)=1000/e^3\approx49.8$)
Mathematics	Pre-Calc	Polar equation $r = \cot^2\theta\csc\theta$. Find $h(8)$ for the rectangular equation $y=h(x)$. (nearest tenth)	4.0 ($r\sin^3\theta=\cos^2\theta$; converts to $y^3=x^2$; $h(x)=x^{2/3}$; $h(8)=8^{2/3}=4.0$)
Mathematics	Geometry	A 1.00-m string is cut into a circle and a square of equal areas. Find the diameter of the circle. (nearest tenth)	15.0 cm ($c(2+\sqrt{\pi})=\sqrt{\pi}$; $c\approx0.4698$ m; $d=c/\pi\approx14.95$ cm $\approx15.0$ cm)
Mathematics	Geometry	A plane passes through $P(2,3,5)$ and is perpendicular to $\mathbf{n}=7\mathbf{i}-4\mathbf{j}+6\mathbf{k}$. The equation is $ax+by+cz+d=0$. Find $a+b+c+d$.	$-23$ ($7(x-2)-4(y-3)+6(z-5)=0 \Rightarrow 7x-4y+6z-32=0$; $7-4+6-32=-23$)
Mathematics	Calculus	Table of $f$ values: $x=0,2,4,6,8,10$ with $f(x)=6,11,20,21,2,-49$. In which interval must there exist $c$ with $f'(c)=-9.5$?	$(6,8)$ ($\frac{f(8)-f(6)}{8-6}=\frac{2-21}{2}=-9.5$ exactly; by MVT, $c$ exists in $(6,8)$)
Mathematics	Calculus	Normal to $y=0.25x^3-x^2+0.75x-1$ at $x=3$. Find the $x$-intercept of the normal line. (nearest hundredth)	1.50 ($f(3)=-1$; $f'(3)=1.5$; normal slope $=-2/3$; normal: $y+1=-\frac{2}{3}(x-3)$; at $y=0$: $x=1.5$)
Mathematics	Calculus	$\displaystyle\int_0^{15}f(x)\,dx=12$, $\displaystyle\int_{15}^{20}f(x)\,dx=-4$, $\displaystyle\int_{10}^{20}f(x)\,dx=6$. Find $\displaystyle\int_0^{10}f(x)\,dx$.	2 ($\int_0^{20}=12-4=8$; $\int_0^{10}=8-6=2$)
Mathematics	Calculus	$a(t)=6t$, $v(0)=-6$, $x(0)=3$. Find the total distance traveled from $t=0$ to $t=4$. (nearest whole number)	46 ($v(t)=3t^2-6$; $v=0$ at $t=\sqrt{2}$; total distance $=|x(\sqrt{2})-x(0)|+|x(4)-x(\sqrt{2})|\approx46$)
Mathematics	Calculus	Region: $y=6+(0.01)e^{3x}$, $y=0$, $x=0$, $x=2$. Find the perimeter of this region. (nearest tenth)	23.1 (left side $=6.01$; bottom $=2$; right side $\approx10.03$; arc length $\approx5.1$; total $\approx23.1$)
Mathematics	Calculus	Runner starts at $D$ going south at 7.5 mph. A car starts 1 mile east of $D$ traveling west at 30 mph. At what time $t$ (seconds) is the distance between them minimized?	112.9 sec ($\frac{d(D^2)}{dt}=0$: $-(1-t/120)/120+t/230400=0 \Rightarrow t=230400/2040\approx112.9$)
Mathematics	Calculus	$x(t)=2\sqrt{t}$, $y(t)=\dfrac{t^2-1}{2}$. Find $\dfrac{d^2y}{dx^2}$ when $t=4$.	6 ($dy/dx = t^{3/2}$; $\frac{d^2y}{dx^2}=\frac{(3/2)\sqrt{t}}{1/\sqrt{t}}=\frac{3t}{2}$; at $t=4$: $\frac{3(4)}{2}=6$)
Mathematics	Calculus	Teresa is 20 yards (60 ft) from a mouse. A balloon rises vertically from the mouse's location at 10 ft/sec. Find the rate of change of the angle of elevation from Teresa to the balloon when the balloon is 80 ft high. (nearest thousandth)	0.060 rad/sec ($\tan\theta=h/60$; $\sec^2\theta\,\dot\theta=(1/60)(10)$; at $h=80$: $\cos\theta=0.6$; $\dot\theta=0.1\times0.36=0.060$)
Mathematics	Calculus	The arc length of $y=3\cos\!\left(\dfrac{x}{4}\right)$ from $x=\pi$ to $x=2\pi$ is given by which integral? (A) $\int_\pi^{2\pi}\!\sqrt{1+\frac{9}{16}\cos^2\!\frac{x}{4}}\,dx$ (B) $\int_\pi^{2\pi}\!\sqrt{1+3\cos\!\frac{x}{4}}\,dx$ (C) $\int_\pi^{2\pi}\!\sqrt{1+12\sin^2\!\frac{x}{4}}\,dx$ (D) $\int_\pi^{2\pi}\!\sqrt{1-\frac{3}{4}\sin\!\frac{x}{4}}\,dx$ (E) $\int_\pi^{2\pi}\!\sqrt{1+\frac{9}{16}\sin^2\!\frac{x}{4}}\,dx$	E) $\displaystyle\int_\pi^{2\pi}\!\sqrt{1+\frac{9}{16}\sin^2\!\left(\frac{x}{4}\right)}\,dx$ ($y'=-\frac{3}{4}\sin\!\frac{x}{4}$; $(y')^2=\frac{9}{16}\sin^2\!\frac{x}{4}$)
Mathematics	Calculus	$\dfrac{dy}{dt}=-0.005y^2$, $y(0)=100$ g. Find the amount present on March 1, 2040 ($t=18$ years). (nearest gram)	10 g ($-1/y = -0.005t - 0.01$; $y=1/(0.005t+0.01)$; $y(18)=1/0.1=10$)
Mathematics	Statistics	Five-number summary for max bench press: 184, 220, 240, 320, 480. About what percent of players had a max bench press between 220 and 480 pounds?	75% (220 is $Q_1$, 480 is the max; from $Q_1$ to max covers 75% of data)
Mathematics	Statistics	Emergency response times: $\mu=18$ min, $\sigma=6.5$ min (approx. normal). What proportion of response times exceed 25 minutes? (nearest hundredth)	0.14 ($z=(25-18)/6.5\approx1.08$; $P(Z>1.08)\approx0.14$)
Mathematics	Statistics	Workout frequency vs. annual medical costs: $\mu_x=150$ days, $\sigma_x=70$, $\mu_y=\$2000$, $\sigma_y=\$600$, $r=-0.91$. Predict medical cost for a female who works out 300 days/year. (nearest dollar)	\$830 ($b_1=-0.91(600/70)\approx-7.80$; $b_0=2000-(-7.80)(150)=3170$; $\hat{y}=3170-7.80(300)=\$830$)
Mathematics	Statistics	ACT scores: $\mu=21.6$, $\sigma=4.6$. Two students selected randomly. Find $P(|\text{score}_1-\text{score}_2|>7)$. (nearest thousandth)	0.282 ($\sigma_{\text{diff}}=4.6\sqrt{2}\approx6.505$; $z=7/6.505\approx1.076$; $P=2\times0.141=0.282$)
Mathematics	Statistics	Cindy runs 12 independent hypothesis tests each at $\alpha=0.05$. Find $P(\text{at least 3 Type I errors})$. (nearest hundredth)	0.02 ($P(\geq3)=1-P(0)-P(1)-P(2)\approx1-0.5404-0.3413-0.0988=0.0195\approx0.02$)
Mathematics	Statistics	Pie survey: 100 people, 4 types (apple, cherry, apricot, lemon). Observed: 28, 20, 36, 16. $H_0$: evenly distributed. A chi-square test gave a $p$-value of ___. (nearest thousandth)	0.024 ($\chi^2=(9+25+121+81)/25=9.44$; $df=3$; $p\approx0.024$)
Mathematics	Statistics	Same pie survey. What was the apricot pie cell's contribution to the chi-square statistic? (nearest hundredth)	4.84 ($(36-25)^2/25=121/25=4.84$)
Mathematics	Statistics	In a normal distribution, arrange from least to greatest: I. $Q_1$ II. 30th percentile III. $z$-score of $-1$	III, I, II ($z_{30\text{th}}\approx-0.524$; $z_{Q_1}\approx-0.675$; $z=-1$; so $-1 < -0.675 < -0.524$)
Mathematics	Statistics	Cantu Investments: expected annual returns $-5\%, 5\%, 15\%, 25\%, 35\%$ with probabilities $0.12, 0.14, 0.22, 0.24, 0.28$. Audrey invests \$3,000,000. How much does she expect to earn in one year?	\$576,000 ($E[R]=(-0.05)(0.12)+\ldots+(0.35)(0.28)=0.192$; earnings $=3{,}000{,}000\times0.192=\$576{,}000$)
Mathematics	Algebra 1	Luke, Paige, Ryan, and Elliot split 2 large pizzas (\$15.95 each) and 2 pitchers of coke (\$5.95 each) equally. Tax rate 8.125%, tip 25% after tax. How much did Luke pay?	\$14.80 (subtotal $=\$43.80$; tax $=\$3.56$; tip $=\$11.84$; total $=\$59.20$; per person $=\$14.80$)
Mathematics	Algebra 1	A Santana concert: 498 tickets sold, \$9,213 grossed. Student tickets \$12.50; adult \$21.50. How many adult tickets were sold?	332 ($21.50a+12.50(498-a)=9213 \Rightarrow 9a=2988 \Rightarrow a=332$)
Mathematics	Algebra 2	The roots of $ax^3+bx^2+cx+d=0$ are $2$, $-1$, and $-3$. If $a=2$, find $c$.	$-10$ (Vieta's: $c/a = $ sum of products of pairs $= 2(-1)+2(-3)+(-1)(-3)=-2-6+3=-5$; $c=2(-5)=-10$)
Mathematics	Algebra 2	The number of fleas varies directly with dogs and inversely with ferrets². Initially: 240 fleas, 6 dogs, 2 ferrets. Find the number of fleas with 8 dogs and 4 ferrets.	80 ($k = 240\times4/6=160$; fleas $=160\times8/16=80$)
